"kind","items__kind","items__family","items__category","items__variants-","items__subsets001","items__subsets002","items__subsets003","items__subsets004","items__subsets005","items__subsets006","items__subsets007","items__subsets008","items__variants001","items__variants002","items__variants003","items__variants004","items__variants005","items__variants006","items__variants007","items__variants008","items__variants009","items__variants010","items__variants011","items__variants012","items__variants013","items__variants014","items__variants015","items__variants016","items__variants017","items__variants018","items__subsets-","items__version","items__lastModified","items__files__100","items__files__100italic","items__files__200","items__files__200italic","items__files__300","items__files__300italic","items__files__regular","items__files__500","items__files__500italic","items__files__600","items__files__600italic","items__files__700","items__files__700italic","items__files__800","items__files__800italic","items__files__900","items__files__900italic","items__files__italic"
"","webfonts#webfont","BenchNine","sans-serif","","latin-ext","latin","","","","","","","300","regular","700","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","http://fonts.gstatic.com/s/benchnine/v4/ah9xtUy9wLQ3qnWa2p-piS3USBnSvpkopQaUR-2r7iU.ttf","","http://fonts.gstatic.com/s/benchnine/v4/h3OAlYqU3aOeNkuXgH2Q2w.ttf","","","","","http://fonts.gstatic.com/s/benchnine/v4/qZpi6ZVZg3L2RL_xoBLxWS3USBnSvpkopQaUR-2r7iU.ttf","","","","","",""
"","webfonts#webfont","Bentham","serif","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/bentham/v6/5-Mo8Fe7yg5tzV0GlQIuzQ.ttf","","","","","","","","","","",""
"","webfonts#webfont","Berkshire Swash","handwriting","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/berkshireswash/v4/4RZJjVRPjYnC2939hKCAimKfbtsIjCZP_edQljX9gR0.ttf","","","","","","","","","","",""
"","webfonts#webfont","Bevan","display","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/bevan/v7/Rtg3zDsCeQiaJ_Qno22OJA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Bigelow Rules","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-03","","","","","","","http://fonts.gstatic.com/s/bigelowrules/v4/FEJCPLwo07FS-6SK6Al50X8f0n03UdmQgF_CLvNR2vg.ttf","","","","","","","","","","",""
"","webfonts#webfont","Bigshot One","display","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/bigshotone/v6/wSyZjBNTWDQHnvWE2jt6j6CWcynf_cDxXwCLxiixG1c.ttf","","","","","","","","","","",""
"","webfonts#webfont","Bilbo","handwriting","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/bilbo/v6/-ty-lPs5H7OIucWbnpFrkA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Bilbo Swash Caps","handwriting","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/bilboswashcaps/v7/UB_-crLvhx-PwGKW1oosDmYeFSdnSpRYv5h9gpdlD1g.ttf","","","","","","","","","","",""
"","webfonts#webfont","Biryani","sans-serif","","latin-ext","latin","devanagari","","","","","","200","300","regular","600","700","800","900","","","","","","","","","","","","","v1","2015-04-22","","","http://fonts.gstatic.com/s/biryani/v1/Xx38YzyTFF8n6mRS1Yd88vesZW2xOQ-xsNqO47m55DA.ttf","","http://fonts.gstatic.com/s/biryani/v1/u-bneRbizmFMd0VQp5Ze6vesZW2xOQ-xsNqO47m55DA.ttf","","http://fonts.gstatic.com/s/biryani/v1/W7bfR8-IY76Xz0QoB8L2xw.ttf","","","http://fonts.gstatic.com/s/biryani/v1/1EdcPCVxBR2txgjrza6_YPesZW2xOQ-xsNqO47m55DA.ttf","","http://fonts.gstatic.com/s/biryani/v1/qN2MTZ0j1sKSCtfXLB2dR_esZW2xOQ-xsNqO47m55DA.ttf","","http://fonts.gstatic.com/s/biryani/v1/DJyziS7FEy441v22InYdevesZW2xOQ-xsNqO47m55DA.ttf","","http://fonts.gstatic.com/s/biryani/v1/trcLkrIut0lM_PPSyQfAMPesZW2xOQ-xsNqO47m55DA.ttf","",""
"","webfonts#webfont","Bitter","serif","","latin-ext","latin","","","","","","","regular","italic","700","","","","","","","","","","","","","","","","","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/bitter/v7/w_BNdJvVZDRmqy5aSfB2kQ.ttf","","","","","http://fonts.gstatic.com/s/bitter/v7/4dUtr_4BvHuoRU35suyOAg.ttf","","","","","","http://fonts.gstatic.com/s/bitter/v7/TC0FZEVzXQIGgzmRfKPZbA.ttf"
"","webfonts#webfont","Black Ops One","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/blackopsone/v7/2XW-DmDsGbDLE372KrMW1Yjjx0o0jr6fNXxPgYh_a8Q.ttf","","","","","","","","","","",""
"","webfonts#webfont","Bokor","display","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","khmer","v8","2015-04-06","","","","","","","http://fonts.gstatic.com/s/bokor/v8/uAKdo0A85WW23Gs6mcbw7A.ttf","","","","","","","","","","",""
"","webfonts#webfont","Bonbon","handwriting","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-03","","","","","","","http://fonts.gstatic.com/s/bonbon/v6/IW3u1yzG1knyW5oz0s9_6Q.ttf","","","","","","","","","","",""
"","webfonts#webfont","Boogaloo","display","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/boogaloo/v6/4Wu1tvFMoB80fSu8qLgQfQ.ttf","","","","","","","","","","",""
"","webfonts#webfont","Bowlby One","display","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/bowlbyone/v7/eKpHjHfjoxM2bX36YNucefesZW2xOQ-xsNqO47m55DA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Bowlby One SC","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v8","2015-04-06","","","","","","","http://fonts.gstatic.com/s/bowlbyonesc/v8/8ZkeXftTuzKBtmxOYXoRedDkZCMxWJecxjvKm2f8MJw.ttf","","","","","","","","","","",""
"","webfonts#webfont","Brawler","serif","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/brawler/v6/3gfSw6imxQnQxweVITqUrg.ttf","","","","","","","","","","",""
"","webfonts#webfont","Bree Serif","serif","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/breeserif/v5/5h9crBVIrvZqgf34FHcnEfesZW2xOQ-xsNqO47m55DA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Bubblegum Sans","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/bubblegumsans/v5/Y9iTUUNz6lbl6TrvV4iwsytnKWgpfO2iSkLzTz-AABg.ttf","","","","","","","","","","",""
"","webfonts#webfont","Bubbler One","sans-serif","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/bubblerone/v4/e8S0qevkZAFaBybtt_SU4qCWcynf_cDxXwCLxiixG1c.ttf","","","","","","","","","","",""
"","webfonts#webfont","Buda","display","300","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","http://fonts.gstatic.com/s/buda/v6/hLtAmNUmEMJH2yx7NGUjnA.ttf","","","","","","","","","","","","",""
"","webfonts#webfont","Buenard","serif","","latin-ext","latin","","","","","","","regular","700","","","","","","","","","","","","","","","","","","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/buenard/v6/NSpMPGKAUgrLrlstYVvIXQ.ttf","","","","","http://fonts.gstatic.com/s/buenard/v6/yUlGE115dGr7O9w9FlP3UvesZW2xOQ-xsNqO47m55DA.ttf","","","","","",""
"","webfonts#webfont","Butcherman","display","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/butcherman/v7/bxiJmD567sPBVpJsT0XR0vesZW2xOQ-xsNqO47m55DA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Butterfly Kids","handwriting","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/butterflykids/v4/J4NTF5M25htqeTffYImtlUZaDk62iwTBnbnvwSjZciA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Cabin","sans-serif","","","","","","","","","","regular","italic","500","500italic","600","600italic","700","700italic","","","","","","","","","","","latin","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/cabin/v7/XeuAFYo2xAPHxZGBbQtHhA.ttf","http://fonts.gstatic.com/s/cabin/v7/HgsCQ-k3_Z_uQ86aFolNBg.ttf","http://fonts.gstatic.com/s/cabin/v7/50sjhrGE0njyO-7mGDhGP_esZW2xOQ-xsNqO47m55DA.ttf","http://fonts.gstatic.com/s/cabin/v7/eUDAvKhBtmTCkeVBsFk34A.ttf","http://fonts.gstatic.com/s/cabin/v7/sFQpQDBd3G2om0Nl5dD2CvesZW2xOQ-xsNqO47m55DA.ttf","http://fonts.gstatic.com/s/cabin/v7/4EKhProuY1hq_WCAomq9Dg.ttf","http://fonts.gstatic.com/s/cabin/v7/K83QKi8MOKLEqj6bgZ7LrfesZW2xOQ-xsNqO47m55DA.ttf","","","","","http://fonts.gstatic.com/s/cabin/v7/0tJ9k3DI5xC4GBgs1E_Jxw.ttf"
"","webfonts#webfont","Cabin Condensed","sans-serif","","","","","","","","","","regular","500","600","700","","","","","","","","","","","","","","","latin","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/cabincondensed/v7/B0txb0blf2N29WdYPJjMSiQPsWWoiv__AzYJ9Zzn9II.ttf","http://fonts.gstatic.com/s/cabincondensed/v7/Ez4zJbsGr2BgXcNUWBVgEARL_-ABKXdjsJSPT0lc2Bk.ttf","","http://fonts.gstatic.com/s/cabincondensed/v7/Ez4zJbsGr2BgXcNUWBVgELS5sSASxc8z4EQTQj7DCAI.ttf","","http://fonts.gstatic.com/s/cabincondensed/v7/Ez4zJbsGr2BgXcNUWBVgEMAWgzcA047xWLixhLCofl8.ttf","","","","","",""
"","webfonts#webfont","Cabin Sketch","display","","","","","","","","","","regular","700","","","","","","","","","","","","","","","","","latin","v8","2015-04-06","","","","","","","http://fonts.gstatic.com/s/cabinsketch/v8/d9fijO34zQajqQvl3YHRCS3USBnSvpkopQaUR-2r7iU.ttf","","","","","http://fonts.gstatic.com/s/cabinsketch/v8/ki3SSN5HMOO0-IOLOj069ED2ttfZwueP-QU272T9-k4.ttf","","","","","",""
"","webfonts#webfont","Caesar Dressing","display","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/caesardressing/v5/2T_WzBgE2Xz3FsyJMq34T9gR43u4FvCuJwIfF5Zxl6Y.ttf","","","","","","","","","","",""
"","webfonts#webfont","Cagliostro","sans-serif","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/cagliostro/v5/i85oXbtdSatNEzss99bpj_esZW2xOQ-xsNqO47m55DA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Calligraffitti","handwriting","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v7","2015-04-06","","","","","","","http://fonts.gstatic.com/s/calligraffitti/v7/vLVN2Y-z65rVu1R7lWdvyDXz_orj3gX0_NzfmYulrko.ttf","","","","","","","","","","",""
"","webfonts#webfont","Cambay","sans-serif","","latin-ext","latin","devanagari","","","","","","regular","italic","700","700italic","","","","","","","","","","","","","","","","v1","2015-04-03","","","","","","","http://fonts.gstatic.com/s/cambay/v1/etU9Bab4VuhzS-OKsb1VXg.ttf","","","","","http://fonts.gstatic.com/s/cambay/v1/jw9niBxa04eEhnSwTWCEgw.ttf","http://fonts.gstatic.com/s/cambay/v1/j-5v_uUr0NXTumWN0siOiaCWcynf_cDxXwCLxiixG1c.ttf","","","","","http://fonts.gstatic.com/s/cambay/v1/ZEz9yNqpEOgejaw1rBhugQ.ttf"
"","webfonts#webfont","Cambo","serif","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/cambo/v5/PnwpRuTdkYCf8qk4ajmNRA.ttf","","","","","","","","","","",""
"","webfonts#webfont","Candal","sans-serif","regular","","","","","","","","","","","","","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/candal/v6/x44dDW28zK7GR1gGDBmj9g.ttf","","","","","","","","","","",""
"","webfonts#webfont","Cantarell","sans-serif","","","","","","","","","","regular","italic","700","700italic","","","","","","","","","","","","","","","latin","v6","2015-04-06","","","","","","","http://fonts.gstatic.com/s/cantarell/v6/p5ydP_uWQ5lsFzcP_XVMEw.ttf","","","","","http://fonts.gstatic.com/s/cantarell/v6/Yir4ZDsCn4g1kWopdg-ehC3USBnSvpkopQaUR-2r7iU.ttf","http://fonts.gstatic.com/s/cantarell/v6/weehrwMeZBXb0QyrWnRwFXe1Pd76Vl7zRpE7NLJQ7XU.ttf","","","","","http://fonts.gstatic.com/s/cantarell/v6/DTCLtOSqP-7dgM-V_xKUjqCWcynf_cDxXwCLxiixG1c.ttf"
"","webfonts#webfont","Cantata One","serif","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/cantataone/v5/-a5FDvnBqaBMDaGgZYnEfqCWcynf_cDxXwCLxiixG1c.ttf","","","","","","","","","","",""
"","webfonts#webfont","Cantora One","sans-serif","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v5","2015-04-06","","","","","","","http://fonts.gstatic.com/s/cantoraone/v5/oI-DS62RbHI8ZREjp73ehqCWcynf_cDxXwCLxiixG1c.ttf","","","","","","","","","","",""
"","webfonts#webfont","Capriola","sans-serif","regular","latin-ext","latin","","","","","","","","","","","","","","","","","","","","","","","","","","v4","2015-04-06","","","","","","","http://fonts.gstatic.com/s/capriola/v4/JxXPlkdzWwF9Cwelbvi9jA.ttf","","","","","","","","","","",""
